accepted,accepted_batch_count,accepted_batch_fraction,actor_gradient_norm,actor_loss,actor_status,alpha,alpha_loss,critic_gradient_norm,critic_loss_1,critic_loss_2,elapsed_seconds,energy,environment_step,episode_id,episode_step,fallback,fallback_batch_count,fallback_reason,fallback_target_count,generator_target_count,mean_log_det_G,mean_log_prob,mean_tanh_log_jacobian,mission_phase,q_value_exec,reward,zonotope_volume
1,,,,,,,,,,,0.015704397985246032,29.98798862404296,1,0,1,0,,,,,,,,OUTBOUND,,0.008800410330963956,0.007840000092983246
1,,,,,,,,,,,0.0314183629816398,29.97593244505694,2,0,2,0,,,,,,,,OUTBOUND,,0.04690907795298694,0.007840000092983246
1,,,,,,,,,,,0.13188787197577767,29.96386329093284,3,0,3,0,,,,,,,,OUTBOUND,,0.07869673413095084,0.007840000092983246
1,,,,,,,,,,,0.1442078219843097,29.951771005355422,4,0,4,0,,,,,,,,OUTBOUND,,0.08932054641422547,0.007840000092983246
1,,,,,,,,,,,0.15839075899566524,29.939679419269464,5,0,5,0,,,,,,,,OUTBOUND,,0.0800878923269787,0.007840000092983246
1,,,,,,,,,,,0.1720591359771788,29.927584868648506,6,0,6,0,,,,,,,,OUTBOUND,,0.07174276832563163,0.007840000092983246
1,,,,,,,,,,,0.2612081969855353,29.915509153744654,7,0,7,0,,,,,,,,OUTBOUND,,0.061226904982613725,0.007840000092983246
1,,,,,,,,,,,0.2752195809734985,29.903420216179864,8,0,8,0,,,,,,,,OUTBOUND,,0.07302549521022808,0.007840000092983246
1,,,,,,,,,,,0.2876786269771401,29.891272204405983,9,0,9,0,,,,,,,,OUTBOUND,,0.06318157635413627,0.007840000092983246
1,,,,,,,,,,,0.3017185579810757,29.879166610018387,10,0,10,0,,,,,,,,OUTBOUND,,0.03400236241213868,0.007840000092983246
1,,,,,,,,,,,0.31551039399346337,29.8670102732533,11,0,11,0,,,,,,,,OUTBOUND,,0.014038249693569944,0.007840000092983246
1,,,,,,,,,,,0.32939870198606513,29.854923689063828,12,0,12,0,,,,,,,,OUTBOUND,,0.010139579214767621,0.007840000092983246
1,,,,,,,,,,,0.341004157991847,29.842851402904724,13,0,13,0,,,,,,,,OUTBOUND,,-0.00011964118941365527,0.007840000092983246
1,,,,,,,,,,,0.44485631899442524,29.830788330769238,14,0,14,0,,,,,,,,OUTBOUND,,-0.05120065351810047,0.007840000092983246
1,,,,,,,,,,,0.4601957839913666,29.818718935156852,15,0,15,0,,,,,,,,OUTBOUND,,-0.09292708931221143,0.007840000092983246
1,,,,,,,,,,,0.47693258998333476,29.8066388537718,16,0,16,0,,,,,,,,OUTBOUND,,-0.1081478392189246,0.007840000092983246
1,,,,,,,,,,,0.4930475639994256,29.794553477715297,17,0,17,0,,,,,,,,OUTBOUND,,-0.08029895195433112,0.007840000092983246
1,,,,,,,,,,,0.50487660698127,29.78250406951945,18,0,18,0,,,,,,,,OUTBOUND,,-0.040221137853027805,0.007840000092983246
0,,,,,,,,,,,0.6082691849733237,29.770442246500696,19,0,19,1,,STALE_OR_INCOMPLETE_BUNDLE,,,,,,OUTBOUND,,-0.0370353205772415,0.007840000092983246
1,,,,,,,,,,,0.6212289479735773,29.75835197110396,20,0,20,0,,,,,,,,OUTBOUND,,-0.07355439554149533,0.007840000092983246
1,,,,,,,,,,,0.6346460649801884,29.746248032318945,21,0,21,0,,,,,,,,OUTBOUND,,-0.08730952146603443,0.007840000092983246
1,,,,,,,,,,,0.6461834399960935,29.734143021178433,22,0,22,0,,,,,,,,OUTBOUND,,-0.07535554098658297,0.007840000092983246
1,,,,,,,,,,,0.6605785069987178,29.722019522798174,23,0,23,0,,,,,,,,OUTBOUND,,-0.05364155951233353,0.007840000092983246
1,,,,,,,,,,,0.765508628974203,29.709913401435806,24,0,24,0,,,,,,,,OUTBOUND,,-0.01004979527009723,0.007840000092983246
1,,,,,,,,,,,0.7795976329944097,29.697795519134313,25,0,25,0,,,,,,,,OUTBOUND,,0.0255664191926452,0.007840000092983246
1,,,,,,,,,,,0.7945942849910352,29.68564420911991,26,0,26,0,,,,,,,,OUTBOUND,,0.029975775275436083,0.007840000092983246
1,,,,,,,,,,,0.8063048259937204,29.67353221943421,27,0,27,0,,,,,,,,OUTBOUND,,0.009751335651973565,0.007840000092983246
1,,,,,,,,,,,0.8174469869991299,29.66142613187751,28,0,28,0,,,,,,,,OUTBOUND,,-0.028469720022699707,0.007840000092983246
1,,,,,,,,,,,0.8310906330007128,29.64932580171281,29,0,29,0,,,,,,,,OUTBOUND,,-0.031078274962988536,0.007840000092983246
1,,,,,,,,,,,0.938292446982814,29.637263816339857,30,0,30,0,,,,,,,,OUTBOUND,,0.0017535482640174706,0.007840000092983246
1,,,,,,,,,,,0.9492930339765735,29.62519011380238,31,0,31,0,,,,,,,,OUTBOUND,,0.024131033643124918,0.007840000092983246
1,,,,,,,,,,,0.964915666001616,29.613118515455913,32,0,32,0,,,,,,,,OUTBOUND,,0.052777534199328846,0.007840000092983246
1,,,,,,,,,,,0.9780068739783019,29.601033049590583,33,0,33,0,,,,,,,,OUTBOUND,,0.06670685903245667,0.007840000092983246
1,,,,,,,,,,,0.9899134599836543,29.58892718561596,34,0,34,0,,,,,,,,OUTBOUND,,0.04875672635489027,0.007840000092983246
0,,,,,,,,,,,1.0944207219872624,29.576813490599104,35,0,35,1,,WATCHDOG_DEADLINE,,,,,,OUTBOUND,,0.004144029144839152,0.007840000092983246
1,,,,,,,,,,,1.1135774769936688,29.56474322892854,36,0,36,0,,,,,,,,OUTBOUND,,-0.04230386761529718,0.007840000092983246
