accepted,accepted_batch_count,accepted_batch_fraction,actor_gradient_norm,actor_loss,actor_status,alpha,alpha_loss,critic_gradient_norm,critic_loss_1,critic_loss_2,elapsed_seconds,energy,environment_step,episode_id,episode_step,fallback,fallback_batch_count,fallback_reason,fallback_target_count,generator_target_count,mean_log_det_G,mean_log_prob,mean_tanh_log_jacobian,mission_phase,q_value_exec,reward,zonotope_volume
1,,,,,,,,,,,0.021722936013247818,29.98799872774034,1,0,1,0,,,,,,,,OUTBOUND,,-0.013272986282768693,0.005759999621659517
1,,,,,,,,,,,0.03393794101430103,29.97598316826857,2,0,2,0,,,,,,,,OUTBOUND,,-0.028029124175308798,0.005759999621659517
1,,,,,,,,,,,0.1338687690149527,29.963934203669094,3,0,3,0,,,,,,,,OUTBOUND,,-0.02119748287166633,0.005759999621659517
1,,,,,,,,,,,0.15316193201579154,29.951886002123217,4,0,4,0,,,,,,,,OUTBOUND,,-0.016232863561198543,0.005759999621659517
1,,,,,,,,,,,0.17039524501888081,29.93985308098157,5,0,5,0,,,,,,,,OUTBOUND,,-0.034267707922098094,0.005759999621659517
1,,,,,,,,,,,0.183827333006775,29.927804744356518,6,0,6,0,,,,,,,,OUTBOUND,,-0.05010409364991091,0.005759999621659517
1,,,,,,,,,,,0.291920244024368,29.91572363715865,7,0,7,0,,,,,,,,OUTBOUND,,-0.04143827848579706,0.005759999621659517
1,,,,,,,,,,,0.3046365350019187,29.90366837000343,8,0,8,0,,,,,,,,OUTBOUND,,-0.03515886327667103,0.005759999621659517
1,,,,,,,,,,,0.31670402802410536,29.891634245486138,9,0,9,0,,,,,,,,OUTBOUND,,-0.04553713683821914,0.005759999621659517
1,,,,,,,,,,,0.32996395201189443,29.8795787958575,10,0,10,0,,,,,,,,OUTBOUND,,-0.05182256171963173,0.005759999621659517
1,,,,,,,,,,,0.3444777980039362,29.867533986356843,11,0,11,0,,,,,,,,OUTBOUND,,-0.06504844740585859,0.005759999621659517
1,,,,,,,,,,,0.36064239899860695,29.855469248239576,12,0,12,0,,,,,,,,OUTBOUND,,-0.06221983724539135,0.005759999621659517
1,,,,,,,,,,,0.3730209500063211,29.84342758777199,13,0,13,0,,,,,,,,OUTBOUND,,-0.057638958488411225,0.005759999621659517
1,,,,,,,,,,,0.4769148880150169,29.831357733872252,14,0,14,0,,,,,,,,OUTBOUND,,-0.07870684560854663,0.005759999621659517
1,,,,,,,,,,,0.49469572299858555,29.81928289445465,15,0,15,0,,,,,,,,OUTBOUND,,-0.07978775560416411,0.005759999621659517
1,,,,,,,,,,,0.5114232720225118,29.807205091829537,16,0,16,0,,,,,,,,OUTBOUND,,-0.03906864473730654,0.005759999621659517
1,,,,,,,,,,,0.5254023059969768,29.795143225686914,17,0,17,0,,,,,,,,OUTBOUND,,0.004615048968004555,0.005759999621659517
1,,,,,,,,,,,0.5438557290181052,29.783052988469336,18,0,18,0,,,,,,,,OUTBOUND,,0.024364465043817063,0.005759999621659517
0,,,,,,,,,,,0.6518754130229354,29.770958700668423,19,0,19,1,,STALE_OR_INCOMPLETE_BUNDLE,,,,,,OUTBOUND,,0.02775076837605806,0.005759999621659517
1,,,,,,,,,,,0.6657607660163194,29.75887929672306,20,0,20,0,,,,,,,,OUTBOUND,,0.01125798574646964,0.005759999621659517
1,,,,,,,,,,,0.6784570940071717,29.746847184223054,21,0,21,0,,,,,,,,OUTBOUND,,-0.029557045901080752,0.005759999621659517
1,,,,,,,,,,,0.6925488889974076,29.734786700214592,22,0,22,0,,,,,,,,OUTBOUND,,-0.04089304647310703,0.005759999621659517
1,,,,,,,,,,,0.7066480970242992,29.722707362847025,23,0,23,0,,,,,,,,OUTBOUND,,-0.011022992771931738,0.005759999621659517
1,,,,,,,,,,,0.8144225150172133,29.71065848861233,24,0,24,0,,,,,,,,OUTBOUND,,0.010861007892457364,0.005759999621659517
1,,,,,,,,,,,0.8327624070225284,29.69857894316337,25,0,25,0,,,,,,,,OUTBOUND,,-0.002473693649312481,0.005759999621659517
1,,,,,,,,,,,0.8465498790028505,29.686519362033692,26,0,26,0,,,,,,,,OUTBOUND,,-0.030401061453311996,0.005759999621659517
1,,,,,,,,,,,0.8639514520182274,29.67442144941809,27,0,27,0,,,,,,,,OUTBOUND,,-0.020724386013193565,0.005759999621659517
1,,,,,,,,,,,0.8798540040152147,29.662341188854914,28,0,28,0,,,,,,,,OUTBOUND,,-0.006020126673534583,0.005759999621659517
1,,,,,,,,,,,0.897516639000969,29.650259465112004,29,0,29,0,,,,,,,,OUTBOUND,,-0.002177710760824634,0.005759999621659517
1,,,,,,,,,,,1.0137858650123235,29.63813689275767,30,0,30,0,,,,,,,,OUTBOUND,,-0.005303097829512646,0.005759999621659517
1,,,,,,,,,,,1.0249237329990137,29.626045747932356,31,0,31,0,,,,,,,,OUTBOUND,,0.0008378968687455435,0.005759999621659517
1,,,,,,,,,,,1.0382790730218403,29.613949261913007,32,0,32,0,,,,,,,,OUTBOUND,,0.027178829219770034,0.005759999621659517
1,,,,,,,,,,,1.050380059023155,29.601825835310457,33,0,33,0,,,,,,,,OUTBOUND,,0.017815236350670758,0.005759999621659517
1,,,,,,,,,,,1.0636993810185231,29.589729161443252,34,0,34,0,,,,,,,,OUTBOUND,,0.013943597684910576,0.005759999621659517
0,,,,,,,,,,,1.1705460600205697,29.577570751390788,35,0,35,1,,WATCHDOG_DEADLINE,,,,,,OUTBOUND,,0.02313455934088673,0.005759999621659517
1,,,,,,,,,,,1.183330902014859,29.56541763936458,36,0,36,0,,,,,,,,OUTBOUND,,0.005237073179135968,0.005759999621659517
1,,,,,,,,,,,1.1955904350033961,29.553262188429592,37,0,37,0,,,,,,,,OUTBOUND,,-0.005387331857428952,0.005759999621659517
1,,,,,,,,,,,1.2097439049975947,29.541095379062867,38,0,38,0,,,,,,,,OUTBOUND,,-0.001961969686454279,0.005759999621659517
1,,,,,,,,,,,1.2257610310043674,29.52892306868053,39,0,39,0,,,,,,,,OUTBOUND,,-0.021076023021621416,0.005759999621659517
1,,,,,,,,,,,1.3571874690242112,29.516770175026473,40,0,40,0,,,,,,,,OUTBOUND,,-0.01972812879340675,0.005759999621659517
1,,,,,,,,,,,1.3708833190030418,29.504625095391482,41,0,41,0,,,,,,,,OUTBOUND,,0.014432901108196684,0.005759999621659517
1,,,,,,,,,,,1.3850629560183734,29.49249065833075,42,0,42,0,,,,,,,,OUTBOUND,,0.025311991810618,0.005759999621659517
1,,,,,,,,,,,1.3974921650078613,29.48035211362284,43,0,43,0,,,,,,,,OUTBOUND,,0.02205952912892637,0.005759999621659517
1,,,,,,,,,,,1.4156195100222249,29.468192037789212,44,0,44,0,,,,,,,,OUTBOUND,,0.0026898331395095163,0.005759999621659517
1,,,,,,,,,,,1.429873340006452,29.456036343208712,45,0,45,0,,,,,,,,OUTBOUND,,0.0012344852224462591,0.005759999621659517
1,,,,,,,,,,,1.5493505530175753,29.443865462074086,46,0,46,0,,,,,,,,OUTBOUND,,0.043472728802258116,0.005759999621659517
1,,,,,,,,,,,1.5623595540237147,29.43169826744249,47,0,47,0,,,,,,,,OUTBOUND,,0.07931412235994474,0.005759999621659517
1,,,,,,,,,,,1.5769281390239485,29.419503435767712,48,0,48,0,,,,,,,,OUTBOUND,,0.09968356138000876,0.005759999621659517
1,,,,,,,,,,,1.593452792003518,29.407311563235144,49,0,49,0,,,,,,,,OUTBOUND,,0.09579124664661462,0.005759999621659517
1,,,,,,,,,,,1.6101139570237137,29.395153657300817,50,0,50,0,,,,,,,,OUTBOUND,,0.06629752685629167,0.005759999621659517
0,,,,,,,,,,,1.7165775610192213,29.382968753027992,51,0,51,1,,WATCHDOG_DEADLINE,,,,,,OUTBOUND,,0.021092112117477545,0.005759999621659517
1,,,,,,,,,,,1.7300200489989948,29.370831844824895,52,0,52,0,,,,,,,,OUTBOUND,,-0.007113193141770925,0.005759999621659517
